home_team,away_team,possession,field_position,down,distance,quarter,minutes,seconds,home_score,away_score,play_type,yards_gained,points_scored,score_type,penalty_type,penalty_yards,penalized_team,td_attempt_type,td_attempt_result,outcome
NO,ARI,ARI,78,1,10,1,14,56,0,0,run,3,0,,,0,,,,
NO,ARI,ARI,75,2,7,1,14,18,0,0,pass,11,0,,,0,,,,1st_down
NO,ARI,ARI,64,1,10,1,13,40,0,0,pass,-11,0,,,0,,,,
NO,ARI,ARI,75,2,21,1,12,57,0,0,run,-2,0,,,0,,,,
NO,ARI,ARI,77,3,23,1,12,14,0,0,run,1,0,,,0,,,,
NO,ARI,ARI,76,4,22,1,11,39,0,0,punt,0,0,,,0,,,,punt
NO,ARI,NO,77,1,10,1,11,27,0,0,run,3,0,,,0,,,,
NO,ARI,NO,74,2,7,1,10,55,0,0,pass,0,0,,,0,,,,
NO,ARI,NO,74,3,7,1,10,51,0,0,pass,0,0,,,0,,,,
NO,ARI,NO,74,4,7,1,10,46,0,0,punt,0,0,,,0,,,,punt
NO,ARI,ARI,66,1,10,1,10,34,0,0,pass,5,0,,,0,,,,
NO,ARI,ARI,61,2,5,1,10,06,0,0,run,13,0,,,0,,,,1st_down
NO,ARI,ARI,48,1,10,1,09,28,0,0,run,1,0,,,0,,,,
NO,ARI,ARI,47,2,9,1,08,55,0,0,pass,0,0,,,0,,,,
NO,ARI,ARI,47,3,9,1,08,11,0,0,no_play,0,0,,Defensive Pass Interference,13,home,,,1st_down
NO,ARI,ARI,34,1,10,1,08,05,0,0,no_play,0,0,,False Start,5,away,,,penalty
NO,ARI,ARI,39,1,15,1,08,05,0,0,pass,0,0,,,0,,,,
NO,ARI,ARI,39,2,15,1,07,22,0,0,run,12,0,,,0,,,,
NO,ARI,ARI,27,3,3,1,06,38,0,0,pass,5,0,,,0,,,,1st_down
NO,ARI,ARI,22,1,10,1,05,58,0,0,run,3,0,,,0,,,,
NO,ARI,ARI,19,2,7,1,05,17,0,0,pass,0,0,,,0,,,,
NO,ARI,ARI,19,3,7,1,05,14,0,0,no_play,0,0,,Delay of Game,5,away,,,penalty
NO,ARI,ARI,24,3,12,1,05,14,0,0,pass,0,0,,,0,,,,
NO,ARI,ARI,24,4,12,1,05,07,0,3,field_goal,0,3,fg,,0,,,,fg_made
NO,ARI,NO,75,1,10,1,04,56,0,3,pass,11,0,,,0,,,,1st_down
NO,ARI,NO,64,1,10,1,04,33,0,3,run,2,0,,,0,,,,
NO,ARI,NO,62,2,8,1,04,14,0,3,pass,13,0,,,0,,,,1st_down
NO,ARI,NO,49,1,10,1,03,39,0,3,no_play,0,0,,Illegal Shift,5,home,,,penalty
NO,ARI,NO,54,1,15,1,03,13,0,3,run,10,0,,,0,,,,
NO,ARI,NO,44,2,5,1,02,33,0,3,no_play,0,0,,Offensive Holding,10,home,,,penalty
NO,ARI,NO,54,2,15,1,02,11,0,3,no_play,0,0,,Illegal Contact,5,away,,,1st_down
NO,ARI,NO,49,1,10,1,02,01,0,3,run,9,0,,,0,,,,
NO,ARI,NO,40,2,1,1,01,21,0,3,run,2,0,,,0,,,,1st_down
NO,ARI,NO,38,1,10,1,00,44,0,3,no_play,0,0,,Illegal Shift,5,home,,,penalty
NO,ARI,NO,43,1,15,1,00,40,0,3,run,6,0,,,0,,,,
NO,ARI,NO,37,2,9,1,00,11,0,3,pass,12,0,,,0,,,,1st_down
NO,ARI,NO,25,1,10,2,15,00,0,3,pass,7,0,,,0,,,,
NO,ARI,NO,18,2,3,2,14,26,6,3,run,18,7,td_xp_good,,0,,xp,good,td
NO,ARI,ARI,65,1,10,2,14,20,7,3,pass,6,0,,,0,,,,
NO,ARI,ARI,59,2,4,2,13,41,7,3,pass,45,0,,,0,,,,1st_down
NO,ARI,ARI,14,1,10,2,13,05,7,3,run,4,0,,,0,,,,
NO,ARI,ARI,10,2,6,2,12,23,7,3,run,4,0,,,0,,,,
NO,ARI,ARI,6,3,2,2,11,39,7,3,run,3,0,,,0,,,,1st_down
NO,ARI,ARI,3,1,3,2,10,56,7,3,no_play,0,0,,Defensive Holding,2,home,,,1st_down
NO,ARI,ARI,1,1,1,2,10,49,7,3,run,0,0,,,0,,,,
NO,ARI,ARI,1,2,1,2,10,10,7,9,pass,1,7,td_xp_good,,0,,xp,good,td
NO,ARI,NO,55,1,10,2,09,58,7,10,run,4,0,,,0,,,,
NO,ARI,NO,51,2,6,2,09,38,7,10,pass,5,0,,,0,,,,
NO,ARI,NO,46,3,1,2,09,07,7,10,no_play,0,0,,Offensive Offside,4,home,,,penalty
NO,ARI,NO,50,3,5,2,08,46,7,10,pass,10,0,,,0,,,,1st_down
NO,ARI,NO,40,1,10,2,08,15,7,10,run,5,0,,,0,,,,
NO,ARI,NO,35,2,5,2,07,50,7,10,pass,4,0,,,0,,,,
NO,ARI,NO,31,3,1,2,07,11,7,10,run,8,0,,,0,,,,1st_down
NO,ARI,NO,23,1,10,2,06,28,7,10,run,2,0,,,0,,,,
NO,ARI,NO,21,2,8,2,05,50,7,10,pass,0,0,,,0,,,,
NO,ARI,NO,21,3,8,2,05,42,7,10,pass,3,0,,,0,,,,
NO,ARI,NO,18,4,5,2,05,02,10,10,field_goal,0,3,fg,,0,,,,fg_made
NO,ARI,ARI,71,1,10,2,04,53,10,10,pass,0,0,,,0,,,,
NO,ARI,ARI,71,2,10,2,04,49,10,10,pass,0,0,,,0,,,,
NO,ARI,ARI,71,3,10,2,04,46,10,10,pass,11,0,,,0,,,,1st_down
NO,ARI,ARI,60,1,10,2,04,10,10,10,run,2,0,,Face Mask,15,home,,,1st_down
NO,ARI,ARI,43,1,10,2,03,49,10,10,no_play,0,0,,Offensive Holding,10,away,,,penalty
NO,ARI,ARI,53,1,20,2,03,28,10,10,pass,-3,0,,,0,,,,
NO,ARI,ARI,56,2,23,2,02,49,10,10,pass,11,0,,,0,,,,
NO,ARI,ARI,45,3,12,2,02,07,10,10,pass,25,0,,,0,,,,1st_down
NO,ARI,ARI,20,1,10,2,02,00,10,10,no_play,0,0,,Defensive Offside,5,home,,,penalty
NO,ARI,ARI,15,1,5,2,01,57,10,10,run,7,0,,,0,,,,1st_down
NO,ARI,ARI,8,1,8,2,01,16,10,10,pass,4,0,,,0,,,,
NO,ARI,ARI,4,2,4,2,00,32,10,16,pass,4,7,td_xp_good,,0,,xp,good,td
NO,ARI,NO,71,1,10,2,00,23,10,17,run,6,0,,,0,,,,
NO,ARI,NO,85,1,10,3,14,56,10,17,pass,2,0,,,0,,,,
NO,ARI,NO,83,2,8,3,14,19,10,17,pass,17,0,,,0,,,,1st_down
NO,ARI,NO,66,1,10,3,13,55,10,17,run,1,0,,,0,,,,
NO,ARI,NO,65,2,9,3,13,20,10,17,pass,2,0,,,0,,,,
NO,ARI,NO,63,3,7,3,12,55,10,17,pass,-6,0,,,0,,,,
NO,ARI,NO,69,4,13,3,12,34,10,17,punt,0,0,,,0,,,,punt
NO,ARI,ARI,81,1,10,3,12,27,10,17,pass,-1,0,,,0,,,,
NO,ARI,ARI,82,2,11,3,11,45,10,17,run,52,0,,,0,,,,1st_down
NO,ARI,ARI,30,1,10,3,10,53,10,17,pass,0,0,,,0,,,,
NO,ARI,ARI,30,2,10,3,10,49,10,17,run,0,0,,,0,,,,
NO,ARI,ARI,30,3,10,3,10,02,10,17,pass,-2,0,,,0,,,,
NO,ARI,ARI,32,4,12,3,09,21,10,20,field_goal,0,3,fg,,0,,,,fg_made
NO,ARI,NO,73,1,10,3,09,09,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,73,2,10,3,09,05,10,20,pass,12,0,,,0,,,,1st_down
NO,ARI,NO,61,1,10,3,08,38,10,20,run,3,0,,,0,,,,
NO,ARI,NO,58,2,7,3,08,03,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,58,3,7,3,07,58,10,20,pass,11,0,,,0,,,,1st_down
NO,ARI,NO,47,1,10,3,07,35,10,20,no_play,0,0,,False Start,5,home,,,penalty
NO,ARI,NO,52,1,15,3,07,25,10,20,pass,8,0,,,0,,,,
NO,ARI,NO,44,2,7,3,07,03,10,20,pass,6,0,,,0,,,,
NO,ARI,NO,38,3,1,3,06,35,10,20,run,2,0,,,0,,,,1st_down
NO,ARI,NO,36,1,10,3,06,10,10,20,pass,8,0,,,0,,,,
NO,ARI,NO,28,2,2,3,05,45,10,20,run,-2,0,,,0,,,,
NO,ARI,NO,30,3,4,3,05,10,10,20,no_play,0,0,,Neutral Zone Infraction,5,away,,,1st_down
NO,ARI,NO,25,1,10,3,04,52,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,25,2,10,3,04,45,10,20,run,5,0,,,0,,,,
NO,ARI,NO,20,3,5,3,04,03,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,20,4,5,3,03,59,10,20,field_goal,0,0,,,0,,,,fg_no_good
NO,ARI,ARI,72,1,10,3,03,55,10,20,run,7,0,,,0,,,,
NO,ARI,ARI,65,2,3,3,03,17,10,20,pass,5,0,,,0,,,,1st_down
NO,ARI,ARI,60,1,10,3,02,51,10,20,pass,2,0,,,0,,,,
NO,ARI,ARI,58,2,8,3,02,21,10,20,run,4,0,,,0,,,,
NO,ARI,ARI,54,3,4,3,01,40,10,20,pass,-7,0,,,0,,,,
NO,ARI,ARI,61,4,11,3,01,01,10,20,punt,0,0,,,0,,,,punt
NO,ARI,NO,73,1,10,3,00,53,10,20,run,3,0,,,0,,,,
NO,ARI,NO,70,2,7,3,00,23,10,20,no_play,0,0,,Defensive Pass Interference,7,away,,,1st_down
NO,ARI,NO,63,1,10,3,00,20,10,20,run,1,0,,,0,,,,
NO,ARI,NO,62,2,9,4,15,00,10,20,pass,1,0,,,0,,,,
NO,ARI,NO,61,3,8,4,14,38,10,20,no_play,0,0,,False Start,5,home,,,penalty
NO,ARI,NO,66,3,13,4,14,38,10,20,pass,6,0,,,0,,,,
NO,ARI,NO,60,4,7,4,13,59,10,20,punt,0,0,,,0,,,,punt
NO,ARI,ARI,94,1,10,4,13,51,10,20,no_play,0,0,,Offensive Holding,3,away,,,penalty
NO,ARI,ARI,97,1,13,4,13,33,10,20,pass,0,0,,,0,,,,
NO,ARI,ARI,97,2,13,4,13,29,10,20,run,2,0,,,0,,,,
NO,ARI,ARI,95,3,11,4,12,49,10,20,pass,12,0,,,0,,,,1st_down
NO,ARI,ARI,83,1,10,4,12,06,10,20,run,2,0,,,0,,,,
NO,ARI,ARI,81,2,8,4,11,24,10,20,pass,10,0,,,0,,,,1st_down
NO,ARI,ARI,71,1,10,4,10,52,10,20,run,11,0,,,0,,,,1st_down
NO,ARI,ARI,60,1,10,4,10,08,10,20,pass,0,0,,,0,,,,
NO,ARI,ARI,60,2,10,4,10,03,10,20,run,1,0,,,0,,,,
NO,ARI,ARI,59,3,9,4,09,21,10,20,pass,0,0,,,0,,,,
NO,ARI,ARI,59,4,9,4,09,16,10,20,punt,0,0,,,0,,,,punt
NO,ARI,NO,83,1,10,4,09,09,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,83,2,10,4,09,04,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,83,3,10,4,09,01,10,20,no_play,0,0,,False Start,5,home,,,penalty
NO,ARI,NO,88,3,15,4,09,01,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,88,4,15,4,08,57,10,20,punt,0,0,,,0,,,,punt
NO,ARI,ARI,40,1,10,4,08,43,10,20,run,3,0,,,0,,,,
NO,ARI,ARI,37,2,7,4,07,59,10,20,pass,4,0,,,0,,,,
NO,ARI,ARI,33,3,3,4,07,14,10,20,pass,5,0,,,0,,,,1st_down
NO,ARI,ARI,28,1,10,4,06,37,10,20,run,-2,0,,,0,,,,
NO,ARI,ARI,30,2,12,4,05,56,10,20,run,1,0,,Offensive Holding,10,away,,,penalty
NO,ARI,ARI,39,2,21,4,05,30,10,20,run,4,0,,,0,,,,
NO,ARI,ARI,35,3,17,4,04,48,10,20,run,7,0,,,0,,,,
NO,ARI,ARI,28,4,10,4,04,40,10,20,field_goal,0,0,,,0,,,,fg_no_good
NO,ARI,NO,64,1,10,4,04,34,10,20,pass,6,0,,,0,,,,
NO,ARI,NO,58,2,4,4,04,16,10,20,pass,21,0,,,0,,,,1st_down
NO,ARI,NO,37,1,10,4,03,52,10,20,pass,5,0,,,0,,,,
NO,ARI,NO,32,2,5,4,03,29,10,20,pass,13,0,,,0,,,,1st_down
NO,ARI,NO,19,1,10,4,03,24,10,20,run,12,0,,Defensive Holding,4,away,,,1st_down
NO,ARI,NO,3,1,3,4,03,17,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,3,2,3,4,03,13,10,20,run,-2,0,,,0,,,,
NO,ARI,NO,5,3,5,4,02,53,10,20,pass,0,0,,,0,,,,
NO,ARI,NO,5,4,5,4,02,46,10,20,no_play,0,0,,Illegal Formation,5,home,,,penalty
NO,ARI,NO,10,4,10,4,02,44,13,20,field_goal,0,3,fg,,0,,,,fg_made
NO,ARI,ARI,74,1,10,4,02,35,13,20,run,3,0,,,0,,,,
NO,ARI,ARI,71,2,7,4,02,29,13,20,pass,3,0,,,0,,,,
NO,ARI,ARI,68,3,4,4,02,23,13,20,pass,-15,0,,,0,,,,
NO,ARI,ARI,83,4,19,4,02,00,13,20,punt,0,0,,,0,,,,punt
NO,ARI,NO,58,1,10,4,01,49,13,20,pass,0,0,,,0,,,,
NO,ARI,NO,58,2,10,4,01,45,13,20,run,9,0,,,0,,,,
NO,ARI,NO,49,3,1,4,01,25,13,20,pass,6,0,,,0,,,,1st_down
NO,ARI,NO,43,1,10,4,01,20,13,20,pass,5,0,,,0,,,,
NO,ARI,NO,38,2,5,4,01,02,13,20,pass,5,0,,,0,,,,1st_down
NO,ARI,NO,33,1,10,4,00,49,13,20,qb_spike,0,0,,,0,,,,
NO,ARI,NO,33,2,10,4,00,48,13,20,pass,0,0,,,0,,,,
NO,ARI,NO,33,3,10,4,00,43,13,20,pass,9,0,,,0,,,,
NO,ARI,NO,24,4,1,4,00,26,13,20,pass,6,0,,,0,,,,1st_down
NO,ARI,NO,18,1,10,4,00,14,13,20,qb_spike,0,0,,,0,,,,
NO,ARI,NO,18,2,10,4,00,13,13,20,pass,0,0,,,0,,,,
NO,ARI,NO,18,3,10,4,00,09,13,20,pass,0,0,,,0,,,,
NO,ARI,NO,18,4,10,4,00,04,13,20,pass,0,0,,,0,,,,turnover_on_downs
BUF,BAL,BUF,50,1,10,1,14,54,0,0,pass,8,0,,,0,,,,
BUF,BAL,BUF,42,2,2,1,14,13,0,0,run,3,0,,,0,,,,1st_down
BUF,BAL,BUF,39,1,10,1,13,33,0,0,run,3,0,,,0,,,,
BUF,BAL,BUF,36,2,7,1,12,50,0,0,pass,0,0,,,0,,,,
BUF,BAL,BUF,36,3,7,1,12,44,0,0,no_play,0,0,,Neutral Zone Infraction,5,away,,,penalty
BUF,BAL,BUF,31,3,2,1,12,44,0,0,run,17,0,,,0,,,,1st_down
BUF,BAL,BUF,14,1,10,1,12,04,0,0,pass,-1,0,,,0,,,,
BUF,BAL,BUF,15,2,11,1,11,23,6,0,pass,15,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BAL,69,1,10,1,11,14,7,0,run,6,0,,,0,,,,
BUF,BAL,BAL,63,2,4,1,10,53,7,0,run,1,0,,,0,,,,
BUF,BAL,BAL,62,3,3,1,10,10,7,0,pass,3,0,,,0,,,,1st_down
BUF,BAL,BAL,59,1,10,1,09,29,7,0,pass,5,0,,,0,,,,
BUF,BAL,BAL,54,2,5,1,08,55,7,0,run,2,0,,,0,,,,
BUF,BAL,BAL,52,3,3,1,08,19,7,0,run,11,0,,,0,,,,1st_down
BUF,BAL,BAL,41,1,10,1,07,37,7,0,pass,13,0,,,0,,,,1st_down
BUF,BAL,BAL,28,1,10,1,06,55,7,0,run,1,0,,,0,,,,
BUF,BAL,BAL,27,2,9,1,06,16,7,0,no_play,0,0,,Defensive Holding,5,home,,,1st_down
BUF,BAL,BAL,22,1,10,1,05,40,7,0,pass,0,0,,,0,,,,
BUF,BAL,BAL,22,2,10,1,05,32,7,0,run,8,0,,,0,,,,
BUF,BAL,BAL,14,3,2,1,04,55,7,0,no_play,0,0,,False Start,5,away,,,penalty
BUF,BAL,BAL,19,3,7,1,04,34,7,0,pass,-15,0,,,0,,,,
BUF,BAL,BAL,34,4,22,1,03,43,7,3,field_goal,0,3,fg,,0,,,,fg_made
BUF,BAL,BUF,65,1,10,1,03,29,7,3,run,9,0,,,0,,,,
BUF,BAL,BUF,56,2,1,1,02,46,7,3,run,0,0,,,0,,,,
BUF,BAL,BUF,56,3,1,1,02,25,7,3,run,-2,0,,,0,,,,
BUF,BAL,BUF,58,4,3,1,01,49,7,3,punt,0,0,,,0,,,,punt
BUF,BAL,BAL,85,1,10,1,01,39,7,3,run,11,0,,,0,,,,1st_down
BUF,BAL,BAL,74,1,10,1,00,59,7,3,pass,20,0,,,0,,,,1st_down
BUF,BAL,BAL,54,1,10,1,00,19,7,3,run,2,0,,,0,,,,
BUF,BAL,BAL,52,2,8,2,15,00,7,3,pass,5,0,,,0,,,,
BUF,BAL,BAL,47,3,3,2,14,18,7,3,run,17,0,,,0,,,,1st_down
BUF,BAL,BAL,30,1,10,2,13,41,7,9,run,30,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BUF,77,1,10,2,13,29,7,10,pass,0,0,,,0,,,,
BUF,BAL,BUF,77,2,10,2,13,25,7,10,pass,4,0,,,0,,,,
BUF,BAL,BUF,73,3,6,2,12,45,7,10,pass,0,0,,,0,,,,
BUF,BAL,BUF,73,4,6,2,12,14,7,10,punt,0,0,,,0,,,,punt
BUF,BAL,BAL,69,1,10,2,12,03,7,10,pass,5,0,,,0,,,,
BUF,BAL,BAL,64,2,5,2,11,22,7,10,run,49,0,,,0,,,,1st_down
BUF,BAL,BAL,15,1,10,2,10,31,7,10,run,5,0,,,0,,,,
BUF,BAL,BAL,10,2,5,2,09,51,7,16,run,10,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BUF,70,1,10,2,09,41,7,17,run,7,0,,,0,,,,
BUF,BAL,BUF,63,2,3,2,09,00,7,17,run,8,0,,,0,,,,1st_down
BUF,BAL,BUF,55,1,10,2,08,15,7,17,pass,0,0,,,0,,,,
BUF,BAL,BUF,55,2,10,2,08,10,7,17,pass,1,0,,,0,,,,
BUF,BAL,BUF,54,3,9,2,07,31,7,17,pass,17,0,,,0,,,,1st_down
BUF,BAL,BUF,37,1,10,2,07,08,7,17,pass,12,0,,,0,,,,1st_down
BUF,BAL,BUF,25,1,10,2,06,28,7,17,run,7,0,,,0,,,,
BUF,BAL,BUF,18,2,3,2,05,46,7,17,run,0,0,,,0,,,,
BUF,BAL,BUF,18,3,3,2,05,08,7,17,pass,6,0,,,0,,,,1st_down
BUF,BAL,BUF,12,1,10,2,04,27,7,17,pass,0,0,,,0,,,,
BUF,BAL,BUF,12,2,10,2,04,24,7,17,run,2,0,,,0,,,,
BUF,BAL,BUF,10,3,8,2,03,40,7,17,pass,3,0,,,0,,,,
BUF,BAL,BUF,7,4,5,2,02,51,10,17,field_goal,0,3,fg,,0,,,,fg_made
BUF,BAL,BAL,54,1,10,2,02,43,10,17,run,17,0,,,0,,,,1st_down
BUF,BAL,BAL,37,1,10,2,02,03,10,17,run,5,0,,,0,,,,
BUF,BAL,BAL,32,2,5,2,01,58,10,17,pass,0,0,,,0,,,,
BUF,BAL,BAL,32,3,5,2,01,53,10,17,pass,15,0,,,0,,,,1st_down
BUF,BAL,BAL,17,1,10,2,01,46,10,17,run,-15,0,,,0,,,,
BUF,BAL,BAL,32,2,25,2,01,38,10,17,pass,1,0,,,0,,,,
BUF,BAL,BAL,31,3,24,2,01,31,10,17,run,0,0,,,0,,,,
BUF,BAL,BAL,31,4,24,2,00,35,10,20,field_goal,0,3,fg,,0,,,,fg_made
BUF,BAL,BUF,73,1,10,2,00,25,10,20,pass,26,0,,,0,,,,1st_down
BUF,BAL,BUF,47,1,10,2,00,08,10,20,qb_spike,0,0,,,0,,,,
BUF,BAL,BUF,47,2,10,2,00,07,10,20,pass,22,0,,,0,,,,1st_down
BUF,BAL,BUF,25,1,10,2,00,01,13,20,field_goal,0,3,fg,,0,,,,fg_made
BUF,BAL,BAL,65,1,10,3,15,00,13,20,run,3,0,,,0,,,,
BUF,BAL,BAL,62,2,7,3,14,17,13,20,pass,0,0,,,0,,,,
BUF,BAL,BAL,62,3,7,3,13,42,13,20,pass,39,0,,,0,,,,1st_down
BUF,BAL,BAL,23,1,10,3,12,54,13,26,pass,23,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BUF,60,1,10,3,12,48,13,27,run,5,0,,,0,,,,
BUF,BAL,BUF,55,2,5,3,12,15,13,27,run,3,0,,,0,,,,
BUF,BAL,BUF,52,3,2,3,11,35,13,27,run,5,0,,,0,,,,1st_down
BUF,BAL,BUF,47,1,10,3,10,54,13,27,run,11,0,,,0,,,,1st_down
BUF,BAL,BUF,36,1,10,3,10,09,13,27,pass,0,0,,,0,,,,
BUF,BAL,BUF,36,2,10,3,10,03,13,27,pass,2,0,,,0,,,,
BUF,BAL,BUF,34,3,8,3,09,21,13,27,pass,3,0,,,0,,,,
BUF,BAL,BUF,31,4,5,3,08,42,13,27,no_play,0,0,,Defensive Pass Interference,27,away,,,1st_down
BUF,BAL,BUF,4,1,4,3,08,35,13,27,run,2,0,,,0,,,,
BUF,BAL,BUF,2,2,2,3,07,51,19,27,run,2,6,td_try_failed,,0,,2pt,failure,td
BUF,BAL,BUF,15,,0,3,07,47,19,27,no_play,0,0,,Defensive Too Many Men on Field,1,away,,,penalty
BUF,BAL,BAL,67,1,10,3,07,42,19,27,run,5,0,,,0,,,,
BUF,BAL,BAL,62,2,5,3,07,04,19,27,run,-5,0,,,0,,,,
BUF,BAL,BAL,67,3,10,3,06,30,19,27,pass,0,0,,,0,,,,
BUF,BAL,BAL,67,4,10,3,06,25,19,27,punt,0,0,,,0,,,,punt
BUF,BAL,BUF,84,1,10,3,06,14,19,27,pass,0,0,,,0,,,,
BUF,BAL,BUF,84,2,10,3,05,32,19,27,no_play,0,0,,Offensive Holding,8,home,,,penalty
BUF,BAL,BUF,92,2,18,3,05,00,19,27,pass,17,0,,,0,,,,
BUF,BAL,BUF,75,3,1,3,04,32,19,27,run,2,0,,,0,,,,1st_down
BUF,BAL,BUF,73,1,10,3,03,47,19,27,run,2,0,,,0,,,,
BUF,BAL,BUF,71,2,8,3,03,06,19,27,pass,0,0,,,0,,,,
BUF,BAL,BUF,71,3,8,3,03,00,19,27,pass,0,0,,,0,,,,
BUF,BAL,BUF,71,4,8,3,02,50,19,27,punt,0,0,,,0,,,,punt
BUF,BAL,BAL,68,1,10,3,02,42,19,27,pass,36,0,,,0,,,,1st_down
BUF,BAL,BAL,32,1,10,3,01,58,19,27,run,3,0,,,0,,,,
BUF,BAL,BAL,29,2,7,3,01,14,19,33,pass,29,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BUF,84,1,10,3,01,03,19,34,run,4,0,,,0,,,,
BUF,BAL,BUF,80,2,6,3,00,22,19,34,pass,8,0,,,0,,,,1st_down
BUF,BAL,BUF,72,1,10,4,15,00,19,34,pass,15,0,,,0,,,,1st_down
BUF,BAL,BUF,57,1,10,4,14,36,19,34,pass,4,0,,,0,,,,
BUF,BAL,BUF,53,2,6,4,14,11,19,34,pass,0,0,,,0,,,,
BUF,BAL,BUF,53,3,6,4,14,06,19,34,pass,51,0,,,0,,,,1st_down
BUF,BAL,BUF,2,1,2,4,13,29,19,34,run,0,0,,,0,,,,
BUF,BAL,BUF,2,2,2,4,12,56,25,34,run,2,6,td_try_failed,,0,,2pt,failure,td
BUF,BAL,BAL,65,1,10,4,12,45,25,34,pass,0,0,,,0,,,,
BUF,BAL,BAL,65,2,10,4,12,40,25,34,pass,0,0,,,0,,,,
BUF,BAL,BAL,65,3,10,4,12,37,25,34,run,19,0,,,0,,,,1st_down
BUF,BAL,BAL,46,1,10,4,11,50,25,40,run,46,6,td_try_failed,,0,,xp,failed,td
BUF,BAL,BUF,72,1,10,4,11,35,25,40,pass,9,0,,,0,,,,
BUF,BAL,BUF,63,2,1,4,11,13,25,40,pass,6,0,,,0,,,,1st_down
BUF,BAL,BUF,57,1,10,4,10,52,25,40,pass,0,0,,,0,,,,
BUF,BAL,BUF,57,2,10,4,10,48,25,40,run,9,0,,,0,,,,
BUF,BAL,BUF,48,3,1,4,10,21,25,40,no_play,0,0,,Offensive Holding,10,home,,,penalty
BUF,BAL,BUF,58,3,11,4,10,03,25,40,pass,-5,0,,,0,,,,
BUF,BAL,BUF,63,4,16,4,09,27,25,40,punt,0,0,,,0,,,,punt
BUF,BAL,BAL,65,1,10,4,09,18,25,40,run,3,0,,,0,,,,
BUF,BAL,BAL,62,2,7,4,08,37,25,40,run,-1,0,,,0,,,,
BUF,BAL,BAL,63,3,8,4,07,56,25,40,no_play,0,0,,False Start,5,away,,,penalty
BUF,BAL,BAL,68,3,13,4,07,56,25,40,pass,9,0,,,0,,,,
BUF,BAL,BAL,59,4,4,4,07,27,25,40,punt,0,0,,,0,,,,punt
BUF,BAL,BUF,80,1,10,4,07,16,25,40,pass,21,0,,,0,,,,1st_down
BUF,BAL,BUF,59,1,10,4,06,53,25,40,run,6,0,,,0,,,,
BUF,BAL,BUF,53,2,4,4,06,17,25,40,pass,9,0,,,0,,,,1st_down
BUF,BAL,BUF,44,1,10,4,05,55,25,40,pass,0,0,,,0,,,,
BUF,BAL,BUF,44,2,10,4,05,52,25,40,pass,7,0,,,0,,,,
BUF,BAL,BUF,37,3,3,4,05,07,25,40,no_play,0,0,,Defensive Pass Interference,8,away,,,1st_down
BUF,BAL,BUF,29,1,10,4,05,04,25,40,pass,11,0,,,0,,,,1st_down
BUF,BAL,BUF,18,1,10,4,04,59,25,40,pass,0,0,,,0,,,,
BUF,BAL,BUF,18,2,10,4,04,53,25,40,pass,0,0,,,0,,,,
BUF,BAL,BUF,18,3,10,4,04,48,25,40,pass,8,0,,,0,,,,
BUF,BAL,BUF,10,4,2,4,04,05,31,40,pass,10,7,td_xp_good,,0,,xp,good,td
BUF,BAL,BAL,72,1,10,4,03,50,32,40,run,13,0,,,0,,,,1st_down
BUF,BAL,BAL,59,1,10,4,03,10,32,40,run,-9,0,,,0,,,,turnover_fumble
BUF,BAL,BUF,30,1,10,4,03,06,32,40,pass,29,0,,,0,,,,1st_down
BUF,BAL,BUF,1,1,1,4,02,42,32,40,run,0,0,,,0,,,,
BUF,BAL,BUF,1,2,1,4,02,06,32,40,run,0,0,,,0,,,,
BUF,BAL,BUF,1,3,1,4,02,00,38,40,run,1,6,td_try_failed,,0,,2pt,failure,td
BUF,BAL,BAL,69,1,10,4,01,51,38,40,run,1,0,,,0,,,,
BUF,BAL,BAL,68,2,9,4,01,45,38,40,run,0,0,,,0,,,,
BUF,BAL,BAL,68,3,9,4,01,40,38,40,pass,6,0,,,0,,,,
BUF,BAL,BAL,62,4,3,4,01,33,38,40,punt,0,0,,,0,,,,punt
BUF,BAL,BUF,80,1,10,4,01,26,38,40,pass,6,0,,,0,,,,
BUF,BAL,BUF,74,2,4,4,01,05,38,40,pass,8,0,,,0,,,,1st_down
BUF,BAL,BUF,66,1,10,4,01,00,38,40,run,5,0,,,0,,,,
BUF,BAL,BUF,61,2,5,4,00,53,38,40,no_play,0,0,,False Start,5,home,,,penalty
BUF,BAL,BUF,66,2,10,4,00,53,38,40,pass,32,0,,,0,,,,1st_down
BUF,BAL,BUF,34,1,10,4,00,46,38,40,pass,25,0,,,0,,,,1st_down
BUF,BAL,BUF,9,1,9,4,00,38,38,40,qb_kneel,-2,0,,,0,,,,
